,Thực tế,Dự đoán,MAPE
193,34.27160917,35.045464,2.258001
194,34.96301982,35.42201,1.3127818
195,33.16301371,35.42324,6.815506
196,33.19149005,35.39124,6.6274486
197,33.66881625,35.21524,4.593048
198,33.32053312,35.10395,5.3523054
199,32.67537003,35.17151,7.6392083
200,32.90491596,34.333595,4.341845
201,34.24001915,34.770313,1.5487505
202,34.83302913,35.052464,0.6299562
203,34.79493673,33.8487,2.7194636
204,24.4880935,23.41139,4.396847
205,24.5862161,23.67306,3.7140994
206,29.28208646,32.256542,10.157933
207,32.23356795,33.180138,2.9366014
208,31.96221339,32.58081,1.9354012
209,30.02056227,30.608112,1.957156
210,34.27591985,33.81642,1.3405894
211,34.60848914,34.643513,0.10119695
212,35.10469945,34.942043,0.4633422
213,33.48605005,34.027336,1.6164535
214,31.34751326,29.835434,4.823602
215,26.69279671,26.634146,0.21972585
216,25.26851018,25.315739,0.18690401
217,17.21316659,17.03993,1.0064205
218,14.92342669,15.963354,6.968423
219,9.235973334,9.321053,0.9211719
220,3.06991563,3.0843785,0.47111875
221,2.878099988,3.3529162,16.497562
222,2.163787874,2.3730226,9.669835
223,2.589677434,2.8757536,11.046793
224,2.964460001,2.919141,1.5287385
225,2.452700007,2.129368,13.182691
226,3.673749995,3.380779,7.9747095
227,13.95254666,13.209019,5.3289795
228,25.91625334,25.946424,0.11641512
229,30.39432596,30.616135,0.7297723
